DATE,DSWP1,DSWP2,DSWP3,DSWP4,DSWP5,DSWP7,DSWP10,DSWP30
2014/7/9,0.31,0.67,1.11,1.5,1.81,2.26,2.68,3.35
2014/7/10,0.29,0.62,1.05,1.43,1.74,2.2,2.63,3.32
2014/7/11,0.3,0.62,1.04,1.43,1.74,2.19,2.62,3.31
2014/7/14,0.3,0.63,1.06,1.45,1.77,2.22,2.65,3.32
2014/7/15,0.31,0.66,1.1,1.49,1.8,2.25,2.68,3.35
2014/7/16,0.31,0.67,1.11,1.5,1.8,2.24,2.65,3.32
2014/7/17,0.31,0.67,1.11,1.49,1.78,2.21,2.62,3.28
2014/7/18,0.31,0.66,1.11,1.48,1.77,2.2,2.6,3.26
2014/7/21,0.32,0.68,1.12,1.49,1.77,2.18,2.57,3.22
2014/7/22,0.31,0.68,1.12,1.5,1.79,2.21,2.6,3.25
2014/7/23,0.31,0.67,1.11,1.48,1.77,2.19,2.59,3.22
2014/7/24,0.32,0.69,1.14,1.53,1.81,2.24,2.63,3.28
2014/7/25,0.32,0.69,1.15,1.53,1.82,2.23,2.61,3.23
2014/7/28,0.33,0.7,1.15,1.53,1.82,2.22,2.6,3.2
2014/7/29,0.33,0.71,1.16,1.54,1.83,2.22,2.6,3.21
2014/7/30,0.36,0.76,1.22,1.6,1.89,2.29,2.66,3.24
2014/7/31,0.34,0.74,1.21,1.6,1.9,2.31,2.7,3.3
2014/8/1,0.32,0.69,1.14,1.53,1.82,2.25,2.65,3.28
2014/8/4,0.32,0.67,1.11,1.49,1.78,2.21,2.61,3.25
2014/8/5,0.33,0.69,1.14,1.53,1.83,2.26,2.66,3.3
2014/8/6,0.32,0.68,1.12,1.51,1.8,2.21,2.61,3.24
2014/8/7,0.32,0.68,1.12,1.5,1.79,2.2,2.6,3.23
2014/8/8,0.32,0.66,1.09,1.46,1.74,2.15,2.54,3.17
2014/8/11,0.32,0.68,1.12,1.5,1.79,2.2,2.59,3.22
2014/8/12,0.32,0.67,1.11,1.49,1.77,2.19,2.59,3.22
2014/8/13,0.31,0.64,1.07,1.45,1.74,2.16,2.57,3.22
2014/8/14,0.3,0.63,1.06,1.43,1.72,2.14,2.55,3.19
2014/8/15,0.3,0.63,1.04,1.4,1.69,2.09,2.48,3.1
2014/8/18,0.31,0.65,1.08,1.45,1.73,2.14,2.53,3.15
2014/8/19,0.31,0.65,1.08,1.45,1.73,2.15,2.55,3.19
2014/8/20,0.31,0.67,1.1,1.47,1.76,2.18,2.58,3.22
2014/8/21,0.32,0.69,1.13,1.5,1.79,2.19,2.57,3.19
2014/8/22,0.33,0.72,1.16,1.54,1.82,2.2,2.57,3.17
2014/8/25,0.34,0.72,1.17,1.54,1.82,2.19,2.55,3.14
2014/8/26,0.34,0.73,1.17,1.53,1.8,2.17,2.53,3.12
2014/8/27,0.33,0.71,1.15,1.51,1.78,2.16,2.52,3.12
2014/8/28,0.34,0.72,1.16,1.52,1.78,2.14,2.48,3.05
2014/8/29,0.34,0.72,1.15,1.51,1.78,2.14,2.49,3.06
2014/9/2,0.34,0.74,1.19,1.55,1.82,2.19,2.55,3.14
2014/9/3,0.34,0.74,1.18,1.55,1.82,2.2,2.56,3.15
2014/9/4,0.35,0.75,1.2,1.57,1.84,2.22,2.57,3.17
2014/9/5,0.34,0.72,1.16,1.53,1.8,2.19,2.55,3.17
2014/9/8,0.34,0.72,1.16,1.53,1.8,2.19,2.55,3.16
2014/9/9,0.36,0.77,1.23,1.61,1.88,2.26,2.61,3.2
2014/9/10,0.37,0.78,1.25,1.63,1.92,2.31,2.66,3.25
2014/9/11,0.36,0.78,1.25,1.63,1.91,2.3,2.65,3.24
2014/9/12,0.37,0.81,1.28,1.68,1.97,2.37,2.74,3.33
2014/9/15,0.36,0.79,1.26,1.66,1.95,2.36,2.73,3.32
2014/9/16,0.36,0.79,1.25,1.65,1.95,2.36,2.73,3.33
2014/9/17,0.36,0.77,1.24,1.64,1.93,2.34,2.72,3.34
2014/9/18,0.37,0.82,1.31,1.72,2.02,2.42,2.78,3.36
2014/9/19,0.37,0.81,1.31,1.71,2,2.4,2.75,3.34
2014/9/22,0.36,0.8,1.28,1.67,1.96,2.34,2.69,3.27
2014/9/23,0.36,0.8,1.27,1.66,1.94,2.33,2.67,3.25
2014/9/24,0.37,0.8,1.27,1.66,1.94,2.32,2.67,3.24
2014/9/25,0.36,0.79,1.27,1.65,1.93,2.31,2.66,3.23
